sentence,nutrient,pmid,label
"using cultured prostate cancer (pc) cell lines, ln-cap and alva-31, we studied the effects of 1alpha,25(oh)2-vitamin d3 (vd3) on expression of several apoptosis-regulating proteins including: (a) bcl-2 family proteins (bcl-2, bcl-x(l), mcl-1, bax, and bak); (b) the heat shock protein 70-binding protein bag1l; and (c) iap family proteins (xiap, ciap1, and ciap2).",vitamin d,12479363,0
measurements and analysis methods: serum 25-hydroxyvitamin d [25(oh)d] levels were measured at admission.,vitamin d,23459975,0
the unraveling of vitamin d metabolism has led to the development of new therapeutic agents which might provide better relief of chronic hypocalcemic states.,vitamin d,166271,0
supplementation with vitamin d in the third trimester in vitamin d deficient women seems to be beneficial.,vitamin d,22771225,0
skeletal muscle and the maintenance of vitamin d status.,vitamin d,33114526,0
"with time, however, serum bone gla protein fell in the control and indomethacin-treated groups, while calcium and 1,25-dihydroxyvitamin d remained stable.",vitamin d,3263891,0
"our study aimed to assess the public awareness of vitamin d deficiency in qassim, saudi arabia, examining its relationship with sociodemographic factors.",vitamin d,39109144,0
"in the vitamin d and type 2 diabetes (d2d) study, we investigated the effect of vitamin d supplementation on kidney outcomes in a population with prediabetes.",vitamin d,34362787,0
this prospective cohort study assessed the utility of preoperative serum 25-hydroxyvitamin d (25(oh)d) as a predictor of body mass index (bmi) at follow-up after bariatric surgery.,vitamin d,39969792,0
"for 42 days) and ad, followed by vitamin d(3) group (alcl(3) was given as in ad group for 42 days, then vitamin d(3) for two weeks).",vitamin d,38033745,0
"we observed a link between hba1c levels, urban residency, and bmi with vitamin d deficiency in t2dm patients.",vitamin d,39015860,0
"however, vitamin d insufficiency and low bmd were more prevalent in patients with copd compared to controls.",vitamin d,38895044,0
"two variants of vitamin d binding protein (vdbp), rs4588 and rs7041, were included to estimate the binding affinity of 25(oh)d to vdbp, and three variants of vitamin d receptor (vdr), rs11568820, rs2228570 and rs1544410, which may influence vdr activity, were also investigated.",vitamin d,36946647,0
we performed a systematic quantitative review on characteristics of randomized clinical trials (rcts) included in meta-analyses (mas) on non-skeletal effects of vitamin d supplementation.,vitamin d,28686645,0
"we aim to reveal the causal relationship between vitamin d and t2dm through summarizing meta-analyses of observational studies, and clarify the improvement on glucose control in t2dm patients through summarizing meta-analyses of rct studies between vitamin d supplementation and t2dm patients, especially in t2dm patients with vitamin d deficiency.",vitamin d,39525505,0
"the main micronutrient deficiencies observed were vitamin d (in 94.5%), vitamin a (93.5%), vitamin b6 (60.8%) and zinc (85.6%).",vitamin d,33920134,0
"although the impact that vitamin d has on bone healing is uncertain in foot and ankle (f&a) surgery, there is support for vitamin d supplementation (2000 iu/day) with calcium (1 g/day) to promote bone healing.",vitamin d,38782509,0
"after adjusting for confounding factors, a higher proportion of subjects with sars-cov-2 plus vitamin d deficiency required hospitalisation (or 1.38 [95%ci 1.26-1.51]), and had a longer mean hospital stay (3.94 compared to 2.19 days in those with normal levels; p = 0.02).",vitamin d,37682843,0
"the hazard ratios (hrs) of low hs and vitamin d deficiency for all-cause mortality were 1.73 (95 % ci: 1.41-2.13) and 1.61 (95 % ci: 1.32-1.93), respectively.",vitamin d,38096620,0
"(1) background: vitamin d levels in patients remain inadequately understood, with research yielding inconsistent findings.",vitamin d,38542765,0
"for example, in fully adjusted models, each 10 ng/ml increase in vitamin d was associated with a 4.4 ml (95%ci -64.4, 73.2, p = 0.90) ml change in fev(1.) conclusion: there was no significant cross-sectional association between plasma vitamin d and fev(1), fvc, or fev(1)/fvc in this cohort of individuals with chronic sci.",vitamin d,29424660,0
"introduction breast cancer is the most frequent cancer among women worldwide, but there is little literature regarding the effects of vitamin d on breast cancer patients in the indian population.",vitamin d,39006561,0
serum vitamin d levels in the study group were determined by liquid chromatography/tandem mass spectrometry.,vitamin d,30066760,0
"a dose-response analysis was conducted to quantitate the relationship between the serum 25(oh)d or vitamin d intake and the risk of lung cancer.the pooled rr (highest level vs lowest level) showed that the serum 25(oh)d level was not associated with the risk of lung cancer (rr = 1.046, 95% ci = 0.945-1.159).",vitamin d,30212966,0
"thus, the aim of this study was to determine the changes of vitamin d levels and biochemical markers of bone turnover in healthy women and men of various age groups between 20-80 years who were living in bangkok.",vitamin d,12403213,0
serum concentration of vitamin d (scvd) and clinical manifestations were also assessed.,vitamin d,35221997,0
"anaemia, iron, zinc, and vitamin d deficiencies were the more common forms of mnds, the prevalence varied by age, region, and socioeconomic group.",vitamin d,38575928,0
the present study aimed to assess the relationship of vitamin d levels with adiponectin and fgf-21 in newly diagnosed t2dm.,vitamin d,39544568,0
"52.6%; p = .024), vitamin d deficiency (50% vs.",vitamin d,30175224,0
results: serum 25-hydroxyvitamin d levels of less than 12 ng/ml indicate a vitamin d deficiency.,vitamin d,33674204,0
"aims: current study aimed to evaluate the effect of vitamin d supplementation on flow-mediated dilatation (fmd), oxidized ldl (oxldl) and intracellular adhesion molecule 1 (icam1) in type 2 diabetic patients with hypertension.",vitamin d,34265491,0
median 25(oh)d was 21.1 ng/ml and 44% was vitamin d deficient (<20 ng/ml).,vitamin d,39489498,0
"objectives: to assess vitamin d levels in unselected patients from primary care and to investigate possible correlations with clinical, seasonal, and quality-of-life parameters.",vitamin d,35325110,0
"at present, more research is needed to explore the relationship between vitamin d3 and insulin resistance.",vitamin d,34997087,0
methods: this study retrieved literature related to vitamin d and obesity from the web of science database spanning from 2000 to 2023.,vitamin d,39092232,0
we previously reported on an association between vitamin d deficiency and higher 7-cpg dnamaa in participants of the berlin aging study ii (base-ii).,vitamin d,35562603,0
"therefore, vitamin d sufficiency is extremely important to maximize bone health throughout life.",vitamin d,38777417,0
"purpose: in this study, we aimed to measure the serum vitamin d level in hemifacial spasmic (hfs) patients and show the role of hfs in the pathogenesis and place in etiology.",vitamin d,30417857,0
serum vitamin d status in type 2 diabetic patients from gaza strip.,vitamin d,31235107,0
"the photostability and thermal stability of vitamin d after encapsulation was increased by 59% and 28%, respectively.",vitamin d,36904111,0
"vitamin d supplementation did not alter the shannon diversity index (mean 3.51 versus 3.52 in the placebo and vitamin d groups, respectively, p = 0.50).",vitamin d,37287399,0
